control,control_window_gain,feature_mode,fold,real_window_gain,representation,target,threshold,window_name,window_seconds,window_specific_gain
timestamp,-0.017743848843745455,cortical_pca_64,grouped_4,0.05910349426206579,mean_last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.07684734310581125
video_time,-0.015232451016190224,cortical_pca_64,grouped_4,0.05910349426206579,mean_last,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.07433594527825602
ar,0.05099816098879939,cortical_pca_64,grouped_4,0.0634057594703345,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.01240759848153511
shuffled,0.028526827860519688,cortical_pca_64,grouped_4,0.0634057594703345,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.03487893160981481
random,0.029214675566719694,cortical_pca_64,grouped_4,0.0634057594703345,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.034191083903614805
timestamp,-0.017743848843745455,cortical_pca_64,grouped_4,0.0634057594703345,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.08114960831407995
video_time,-0.015232451016190224,cortical_pca_64,grouped_4,0.0634057594703345,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.07863821048652472
ar,0.05099816098879939,cortical_pca_64,grouped_4,0.06046967908459128,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.009471518095791887
shuffled,0.043287068578161114,cortical_pca_64,grouped_4,0.06046967908459128,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.017182610506430163
random,0.03214912221201022,cortical_pca_64,grouped_4,0.06046967908459128,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02832055687258106
timestamp,-0.017743848843745455,cortical_pca_64,grouped_4,0.06046967908459128,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.07821352792833673
video_time,-0.015232451016190224,cortical_pca_64,grouped_4,0.06046967908459128,last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.0757021301007815
ar,0.05099816098879939,cortical_pca_64,grouped_4,0.027427523220640848,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,-0.023570637768158542
shuffled,0.014179167554075056,cortical_pca_64,grouped_4,0.027427523220640848,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.013248355666565792
random,0.0043005848562995275,cortical_pca_64,grouped_4,0.027427523220640848,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.02312693836434132
timestamp,-0.017743848843745455,cortical_pca_64,grouped_4,0.027427523220640848,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.0451713720643863
video_time,-0.015232451016190224,cortical_pca_64,grouped_4,0.027427523220640848,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_4s,4.0,0.04265997423683107
ar,0.05252394454119108,cortical_pca_64,grouped_4,0.03963035142809129,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,-0.012893593113099788
shuffled,0.03144021992191437,cortical_pca_64,grouped_4,0.03963035142809129,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.008190131506176923
random,0.03603721815403388,cortical_pca_64,grouped_4,0.03963035142809129,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.003593133274057414
timestamp,-0.01762762159939532,cortical_pca_64,grouped_4,0.03963035142809129,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.057257973027486614
video_time,-0.013977953680059135,cortical_pca_64,grouped_4,0.03963035142809129,last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.05360830510815043
ar,0.05252394454119108,cortical_pca_64,grouped_4,0.06312692786464497,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.010602983323453885
shuffled,0.042272579904457375,cortical_pca_64,grouped_4,0.06312692786464497,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.02085434796018759
random,0.04102512062740826,cortical_pca_64,grouped_4,0.06312692786464497,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.022101807237236704
timestamp,-0.01762762159939532,cortical_pca_64,grouped_4,0.06312692786464497,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.08075454946404029
video_time,-0.013977953680059135,cortical_pca_64,grouped_4,0.06312692786464497,mean,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.0771048815447041
ar,0.05252394454119108,cortical_pca_64,grouped_4,0.07278327597161632,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.020259331430425243
shuffled,0.0347513306366366,cortical_pca_64,grouped_4,0.07278327597161632,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.03803194533497972
random,0.04178131680419095,cortical_pca_64,grouped_4,0.07278327597161632,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.031001959167425375
timestamp,-0.01762762159939532,cortical_pca_64,grouped_4,0.07278327597161632,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.09041089757101164
video_time,-0.013977953680059135,cortical_pca_64,grouped_4,0.07278327597161632,slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.08676122965167546
ar,0.05252394454119108,cortical_pca_64,grouped_4,0.06724775660751758,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.014723812066326503
shuffled,0.030183838377487948,cortical_pca_64,grouped_4,0.06724775660751758,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.037063918230029635
random,0.03759255121716382,cortical_pca_64,grouped_4,0.06724775660751758,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.029655205390353767
timestamp,-0.01762762159939532,cortical_pca_64,grouped_4,0.06724775660751758,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.0848753782069129
video_time,-0.013977953680059135,cortical_pca_64,grouped_4,0.06724775660751758,mean_last,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.08122571028757672
ar,0.05252394454119108,cortical_pca_64,grouped_4,0.06592932287053699,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.013405378329345907
shuffled,0.026438848852343377,cortical_pca_64,grouped_4,0.06592932287053699,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.03949047401819361
random,0.027158205922871936,cortical_pca_64,grouped_4,0.06592932287053699,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.03877111694766505
timestamp,-0.01762762159939532,cortical_pca_64,grouped_4,0.06592932287053699,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.08355694446993231
video_time,-0.013977953680059135,cortical_pca_64,grouped_4,0.06592932287053699,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.07990727655059612
ar,0.05252394454119108,cortical_pca_64,grouped_4,0.054631903144148675,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.0021079586029575936
shuffled,0.041228621109897334,cortical_pca_64,grouped_4,0.054631903144148675,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.01340328203425134
random,0.03457226954219472,cortical_pca_64,grouped_4,0.054631903144148675,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.020059633601953952
timestamp,-0.01762762159939532,cortical_pca_64,grouped_4,0.054631903144148675,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.072259524743544
video_time,-0.013977953680059135,cortical_pca_64,grouped_4,0.054631903144148675,last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.06860985682420781
ar,0.05252394454119108,cortical_pca_64,grouped_4,0.03339076418061637,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,-0.01913318036057471
shuffled,-0.006040648602555931,cortical_pca_64,grouped_4,0.03339076418061637,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.039431412783172304
random,0.024935636399566308,cortical_pca_64,grouped_4,0.03339076418061637,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.008455127781050065
timestamp,-0.01762762159939532,cortical_pca_64,grouped_4,0.03339076418061637,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.051018385780011694
video_time,-0.013977953680059135,cortical_pca_64,grouped_4,0.03339076418061637,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_5s,5.0,0.04736871786067551
ar,0.05346062390480305,cortical_pca_64,grouped_4,0.04761909455725888,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,-0.005841529347544172
shuffled,0.046052592953447935,cortical_pca_64,grouped_4,0.04761909455725888,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.0015665016038109436
random,0.020520936825962732,cortical_pca_64,grouped_4,0.04761909455725888,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.027098157731296146
timestamp,-0.012846902450681374,cortical_pca_64,grouped_4,0.04761909455725888,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.06046599700794025
video_time,-0.011309580252675339,cortical_pca_64,grouped_4,0.04761909455725888,mean_std_last_slope,arousal__future_spike_1_3s,0.075,symmetric_2s,4.0,0.05892867480993422
ar,0.019055726382918192,cortical_pca64_delta,grouped_0,0.015162583476865776,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.003893142906052416
shuffled,0.009488984055919802,cortical_pca64_delta,grouped_0,0.015162583476865776,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.005673599420945974
random,-0.0022552650313052425,cortical_pca64_delta,grouped_0,0.015162583476865776,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.01741784850817102
timestamp,-0.030909564253528643,cortical_pca64_delta,grouped_0,0.015162583476865776,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.04607214773039442
video_time,-0.022074374724641188,cortical_pca64_delta,grouped_0,0.015162583476865776,last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.037236958201506964
ar,0.019055726382918192,cortical_pca64_delta,grouped_0,0.009981744975710083,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.00907398140720811
shuffled,0.01519243061774983,cortical_pca64_delta,grouped_0,0.009981744975710083,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.005210685642039747
random,0.023492523607987814,cortical_pca64_delta,grouped_0,0.009981744975710083,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.013510778632277731
timestamp,-0.030909564253528643,cortical_pca64_delta,grouped_0,0.009981744975710083,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.040891309229238726
video_time,-0.022074374724641188,cortical_pca64_delta,grouped_0,0.009981744975710083,mean,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03205611970035127
ar,0.019055726382918192,cortical_pca64_delta,grouped_0,-0.008701046210699281,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.027756772593617474
shuffled,0.011875162491767788,cortical_pca64_delta,grouped_0,-0.008701046210699281,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.02057620870246707
random,0.01496249207954492,cortical_pca64_delta,grouped_0,-0.008701046210699281,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.0236635382902442
timestamp,-0.030909564253528643,cortical_pca64_delta,grouped_0,-0.008701046210699281,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.02220851804282936
video_time,-0.022074374724641188,cortical_pca64_delta,grouped_0,-0.008701046210699281,slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.013373328513941907
ar,0.019055726382918192,cortical_pca64_delta,grouped_0,0.009244794714204863,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.00981093166871333
shuffled,-0.029355790100913104,cortical_pca64_delta,grouped_0,0.009244794714204863,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.038600584815117966
random,-0.02553512120598561,cortical_pca64_delta,grouped_0,0.009244794714204863,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.034779915920190474
timestamp,-0.030909564253528643,cortical_pca64_delta,grouped_0,0.009244794714204863,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.040154358967733506
video_time,-0.022074374724641188,cortical_pca64_delta,grouped_0,0.009244794714204863,mean_last,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03131916943884605
ar,0.019055726382918192,cortical_pca64_delta,grouped_0,0.0063869785517041144,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.012668747831214078
shuffled,-0.013996301427376956,cortical_pca64_delta,grouped_0,0.0063869785517041144,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.02038327997908107
random,-0.009450042330967912,cortical_pca64_delta,grouped_0,0.0063869785517041144,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.015837020882672026
timestamp,-0.030909564253528643,cortical_pca64_delta,grouped_0,0.0063869785517041144,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03729654280523276
video_time,-0.022074374724641188,cortical_pca64_delta,grouped_0,0.0063869785517041144,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.028461353276345303
ar,0.019055726382918192,cortical_pca64_delta,grouped_0,0.008152125475462069,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.010903600907456124
shuffled,-0.026985216804064016,cortical_pca64_delta,grouped_0,0.008152125475462069,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.035137342279526085
random,-0.011492193021899189,cortical_pca64_delta,grouped_0,0.008152125475462069,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.019644318497361257
timestamp,-0.030909564253528643,cortical_pca64_delta,grouped_0,0.008152125475462069,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.03906168972899071
video_time,-0.022074374724641188,cortical_pca64_delta,grouped_0,0.008152125475462069,last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.030226500200103257
ar,0.019055726382918192,cortical_pca64_delta,grouped_0,-0.015310343050850883,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,-0.034366069433769075
shuffled,-0.01925870435702043,cortical_pca64_delta,grouped_0,-0.015310343050850883,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.0039483613061695455
random,-0.07513297788595885,cortical_pca64_delta,grouped_0,-0.015310343050850883,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.05982263483510797
timestamp,-0.030909564253528643,cortical_pca64_delta,grouped_0,-0.015310343050850883,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.01559922120267776
video_time,-0.022074374724641188,cortical_pca64_delta,grouped_0,-0.015310343050850883,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_1s,1.0,0.006764031673790305
ar,0.02516900199588079,cortical_pca64_delta,grouped_0,0.019233876626536195,last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.005935125369344596
shuffled,0.026653890113421008,cortical_pca64_delta,grouped_0,0.019233876626536195,last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.007420013486884813
random,-0.0005863611351720754,cortical_pca64_delta,grouped_0,0.019233876626536195,last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.01982023776170827
timestamp,-0.03693067577080278,cortical_pca64_delta,grouped_0,0.019233876626536195,last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.056164552397338974
video_time,-0.02874882360123282,cortical_pca64_delta,grouped_0,0.019233876626536195,last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.047982700227769015
ar,0.02516900199588079,cortical_pca64_delta,grouped_0,0.011536748469761438,mean,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.013632253526119353
shuffled,0.010172223668692193,cortical_pca64_delta,grouped_0,0.011536748469761438,mean,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.0013645248010692446
random,0.014533464520890882,cortical_pca64_delta,grouped_0,0.011536748469761438,mean,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.0029967160511294444
timestamp,-0.03693067577080278,cortical_pca64_delta,grouped_0,0.011536748469761438,mean,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.048467424240564216
video_time,-0.02874882360123282,cortical_pca64_delta,grouped_0,0.011536748469761438,mean,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.04028557207099426
ar,0.02516900199588079,cortical_pca64_delta,grouped_0,-0.020248133491882203,slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.045417135487762994
shuffled,0.033097115680394196,cortical_pca64_delta,grouped_0,-0.020248133491882203,slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.0533452491722764
random,0.027497694849726195,cortical_pca64_delta,grouped_0,-0.020248133491882203,slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.0477458283416084
timestamp,-0.03693067577080278,cortical_pca64_delta,grouped_0,-0.020248133491882203,slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.016682542278920576
video_time,-0.02874882360123282,cortical_pca64_delta,grouped_0,-0.020248133491882203,slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.008500690109350617
ar,0.02516900199588079,cortical_pca64_delta,grouped_0,0.006567478067145416,mean_last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.018601523928735375
shuffled,-0.003932303754853317,cortical_pca64_delta,grouped_0,0.006567478067145416,mean_last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.010499781821998733
random,-0.01786837958738763,cortical_pca64_delta,grouped_0,0.006567478067145416,mean_last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.024435857654533044
timestamp,-0.03693067577080278,cortical_pca64_delta,grouped_0,0.006567478067145416,mean_last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.043498153837948195
video_time,-0.02874882360123282,cortical_pca64_delta,grouped_0,0.006567478067145416,mean_last,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.035316301668378236
ar,0.02516900199588079,cortical_pca64_delta,grouped_0,0.00014323261761967077,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.02502576937826112
shuffled,-0.0020591671268617717,cortical_pca64_delta,grouped_0,0.00014323261761967077,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.0022023997444814425
random,-0.010581588152362653,cortical_pca64_delta,grouped_0,0.00014323261761967077,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.010724820769982324
timestamp,-0.03693067577080278,cortical_pca64_delta,grouped_0,0.00014323261761967077,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.03707390838842245
video_time,-0.02874882360123282,cortical_pca64_delta,grouped_0,0.00014323261761967077,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.02889205621885249
ar,0.02516900199588079,cortical_pca64_delta,grouped_0,0.0036811549119251663,last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.021487847083955625
shuffled,0.0052392021011096745,cortical_pca64_delta,grouped_0,0.0036811549119251663,last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.0015580471891845082
random,-0.021282812137990104,cortical_pca64_delta,grouped_0,0.0036811549119251663,last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.02496396704991527
timestamp,-0.03693067577080278,cortical_pca64_delta,grouped_0,0.0036811549119251663,last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.040611830682727945
video_time,-0.02874882360123282,cortical_pca64_delta,grouped_0,0.0036811549119251663,last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.032429978513157987
ar,0.02516900199588079,cortical_pca64_delta,grouped_0,-0.008170273808437378,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,-0.03333927580431817
shuffled,-0.03377155223393746,cortical_pca64_delta,grouped_0,-0.008170273808437378,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.025601278425500085
random,-0.058396113030564856,cortical_pca64_delta,grouped_0,-0.008170273808437378,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.05022583922212748
timestamp,-0.03693067577080278,cortical_pca64_delta,grouped_0,-0.008170273808437378,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.0287604019623654
video_time,-0.02874882360123282,cortical_pca64_delta,grouped_0,-0.008170273808437378,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_2s,2.0,0.020578549792795442
ar,0.022184012376172513,cortical_pca64_delta,grouped_0,0.022826983592915462,last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.0006429712167429491
shuffled,0.02345216555362828,cortical_pca64_delta,grouped_0,0.022826983592915462,last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.0006251819607128173
random,0.0068343062792934894,cortical_pca64_delta,grouped_0,0.022826983592915462,last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.015992677313621972
timestamp,-0.04706634905464671,cortical_pca64_delta,grouped_0,0.022826983592915462,last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.06989333264756217
video_time,-0.037250020177717086,cortical_pca64_delta,grouped_0,0.022826983592915462,last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.06007700377063255
ar,0.022184012376172513,cortical_pca64_delta,grouped_0,-0.003620260458005231,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.025804272834177744
shuffled,0.017266167963968015,cortical_pca64_delta,grouped_0,-0.003620260458005231,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.020886428421973247
random,0.0052268000763035505,cortical_pca64_delta,grouped_0,-0.003620260458005231,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.008847060534308782
timestamp,-0.04706634905464671,cortical_pca64_delta,grouped_0,-0.003620260458005231,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.04344608859664148
video_time,-0.037250020177717086,cortical_pca64_delta,grouped_0,-0.003620260458005231,mean,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.033629759719711855
ar,0.022184012376172513,cortical_pca64_delta,grouped_0,-0.023711852987848225,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.04589586536402074
shuffled,0.014057397551492767,cortical_pca64_delta,grouped_0,-0.023711852987848225,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.03776925053934099
random,0.009669237714305723,cortical_pca64_delta,grouped_0,-0.023711852987848225,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.03338109070215395
timestamp,-0.04706634905464671,cortical_pca64_delta,grouped_0,-0.023711852987848225,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.023354496066798486
video_time,-0.037250020177717086,cortical_pca64_delta,grouped_0,-0.023711852987848225,slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.01353816718986886
ar,0.022184012376172513,cortical_pca64_delta,grouped_0,-0.027407876075304427,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.04959188845147694
shuffled,0.00764589305676483,cortical_pca64_delta,grouped_0,-0.027407876075304427,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.03505376913206926
random,-0.0067058245456101395,cortical_pca64_delta,grouped_0,-0.027407876075304427,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.020702051529694288
timestamp,-0.04706634905464671,cortical_pca64_delta,grouped_0,-0.027407876075304427,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.019658472979342284
video_time,-0.037250020177717086,cortical_pca64_delta,grouped_0,-0.027407876075304427,mean_last,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.009842144102412659
ar,0.022184012376172513,cortical_pca64_delta,grouped_0,-0.029184824543346477,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.05136883691951899
shuffled,0.010845716497483948,cortical_pca64_delta,grouped_0,-0.029184824543346477,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.040030541040830425
random,-0.015830007066630403,cortical_pca64_delta,grouped_0,-0.029184824543346477,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.013354817476716074
timestamp,-0.04706634905464671,cortical_pca64_delta,grouped_0,-0.029184824543346477,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.017881524511300234
video_time,-0.037250020177717086,cortical_pca64_delta,grouped_0,-0.029184824543346477,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.008065195634370609
ar,0.022184012376172513,cortical_pca64_delta,grouped_0,-0.03280191428708379,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.0549859266632563
shuffled,-0.019018090156251333,cortical_pca64_delta,grouped_0,-0.03280191428708379,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.013783824130832456
random,-0.021977542284627838,cortical_pca64_delta,grouped_0,-0.03280191428708379,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.010824372002455951
timestamp,-0.04706634905464671,cortical_pca64_delta,grouped_0,-0.03280191428708379,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.014264434767562922
video_time,-0.037250020177717086,cortical_pca64_delta,grouped_0,-0.03280191428708379,last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.004448105890633297
ar,0.022184012376172513,cortical_pca64_delta,grouped_0,-0.03831413562191516,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.06049814799808767
shuffled,-0.04313996531603154,cortical_pca64_delta,grouped_0,-0.03831413562191516,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.004825829694116379
random,-0.06069290634506774,cortical_pca64_delta,grouped_0,-0.03831413562191516,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.022378770723152586
timestamp,-0.04706634905464671,cortical_pca64_delta,grouped_0,-0.03831413562191516,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,0.008752213432731554
video_time,-0.037250020177717086,cortical_pca64_delta,grouped_0,-0.03831413562191516,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_3s,3.0,-0.0010641154441980716
ar,0.017681125375818285,cortical_pca64_delta,grouped_0,0.01918444787241297,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.0015033224965946834
shuffled,-0.003619714050693723,cortical_pca64_delta,grouped_0,0.01918444787241297,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.02280416192310669
random,-0.0049569800154259935,cortical_pca64_delta,grouped_0,0.01918444787241297,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.024141427887838962
timestamp,-0.07916952549934902,cortical_pca64_delta,grouped_0,0.01918444787241297,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.098353973371762
