control,control_window_gain,feature_mode,fold,real_window_gain,representation,target,threshold,window_name,window_seconds,window_specific_gain
video_time,-0.0457181116230882,cortical_pca64_delta,grouped_0,0.01918444787241297,last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.06490255949550117
ar,0.017681125375818285,cortical_pca64_delta,grouped_0,-0.0077134513604479316,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.025394576736266217
shuffled,0.0062455184763207106,cortical_pca64_delta,grouped_0,-0.0077134513604479316,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.013958969836768642
random,0.019133880016680926,cortical_pca64_delta,grouped_0,-0.0077134513604479316,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.026847331377128858
timestamp,-0.07916952549934902,cortical_pca64_delta,grouped_0,-0.0077134513604479316,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.0714560741389011
video_time,-0.0457181116230882,cortical_pca64_delta,grouped_0,-0.0077134513604479316,mean,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.038004660262640266
ar,0.017681125375818285,cortical_pca64_delta,grouped_0,-0.017259759423106258,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.03494088479892454
shuffled,0.020841422468624193,cortical_pca64_delta,grouped_0,-0.017259759423106258,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.03810118189173045
random,0.004455918543419313,cortical_pca64_delta,grouped_0,-0.017259759423106258,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.02171567796652557
timestamp,-0.07916952549934902,cortical_pca64_delta,grouped_0,-0.017259759423106258,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.06190976607624277
video_time,-0.0457181116230882,cortical_pca64_delta,grouped_0,-0.017259759423106258,slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.02845835219998194
ar,0.017681125375818285,cortical_pca64_delta,grouped_0,-0.028444353489752217,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.0461254788655705
shuffled,0.0040959033597726124,cortical_pca64_delta,grouped_0,-0.028444353489752217,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.03254025684952483
random,-0.035384614246142365,cortical_pca64_delta,grouped_0,-0.028444353489752217,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.006940260756390149
timestamp,-0.07916952549934902,cortical_pca64_delta,grouped_0,-0.028444353489752217,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.05072517200959681
video_time,-0.0457181116230882,cortical_pca64_delta,grouped_0,-0.028444353489752217,mean_last,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.01727375813333598
ar,0.017681125375818285,cortical_pca64_delta,grouped_0,-0.0341160997196166,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.051797225095434885
shuffled,-0.0032476016944557595,cortical_pca64_delta,grouped_0,-0.0341160997196166,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.03086849802516084
random,-0.041213342061485136,cortical_pca64_delta,grouped_0,-0.0341160997196166,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.007097242341868537
timestamp,-0.07916952549934902,cortical_pca64_delta,grouped_0,-0.0341160997196166,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.045053425779732426
video_time,-0.0457181116230882,cortical_pca64_delta,grouped_0,-0.0341160997196166,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.011602011903471598
ar,0.017681125375818285,cortical_pca64_delta,grouped_0,-0.013327874461303013,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.031008999837121298
shuffled,0.012989571213815165,cortical_pca64_delta,grouped_0,-0.013327874461303013,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.02631744567511818
random,-0.008304866802995747,cortical_pca64_delta,grouped_0,-0.013327874461303013,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.005023007658307266
timestamp,-0.07916952549934902,cortical_pca64_delta,grouped_0,-0.013327874461303013,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.06584165103804601
video_time,-0.0457181116230882,cortical_pca64_delta,grouped_0,-0.013327874461303013,last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.032390237161785185
ar,0.017681125375818285,cortical_pca64_delta,grouped_0,-0.03960669257637356,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,-0.057287817952191844
shuffled,-0.04214025611491268,cortical_pca64_delta,grouped_0,-0.03960669257637356,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.0025335635385391186
random,-0.06973147203474878,cortical_pca64_delta,grouped_0,-0.03960669257637356,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.030124779458375217
timestamp,-0.07916952549934902,cortical_pca64_delta,grouped_0,-0.03960669257637356,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.039562832922975466
video_time,-0.0457181116230882,cortical_pca64_delta,grouped_0,-0.03960669257637356,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_4s,4.0,0.006111419046714639
ar,0.009324850319492262,cortical_pca64_delta,grouped_0,0.01488877015702561,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.005563919837533349
shuffled,0.0046351142636326115,cortical_pca64_delta,grouped_0,0.01488877015702561,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.010253655893392999
random,0.007618393550854419,cortical_pca64_delta,grouped_0,0.01488877015702561,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.007270376606171192
timestamp,-0.11876515998978011,cortical_pca64_delta,grouped_0,0.01488877015702561,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.1336539301468057
video_time,-0.05391226047014311,cortical_pca64_delta,grouped_0,0.01488877015702561,last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.06880103062716872
ar,0.009324850319492262,cortical_pca64_delta,grouped_0,0.0017884889342184018,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.00753636138527386
shuffled,-0.004671992246558843,cortical_pca64_delta,grouped_0,0.0017884889342184018,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.006460481180777244
random,-0.014685887831940192,cortical_pca64_delta,grouped_0,0.0017884889342184018,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.016474376766158594
timestamp,-0.11876515998978011,cortical_pca64_delta,grouped_0,0.0017884889342184018,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.12055364892399852
video_time,-0.05391226047014311,cortical_pca64_delta,grouped_0,0.0017884889342184018,mean,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.05570074940436151
ar,0.009324850319492262,cortical_pca64_delta,grouped_0,-0.0069500598014633486,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.01627491012095561
shuffled,-0.010067176112837084,cortical_pca64_delta,grouped_0,-0.0069500598014633486,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0031171163113737355
random,0.0050508097095637305,cortical_pca64_delta,grouped_0,-0.0069500598014633486,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.012000869511027079
timestamp,-0.11876515998978011,cortical_pca64_delta,grouped_0,-0.0069500598014633486,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.11181510018831677
video_time,-0.05391226047014311,cortical_pca64_delta,grouped_0,-0.0069500598014633486,slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.04696220066867976
ar,0.009324850319492262,cortical_pca64_delta,grouped_0,-0.01927348657213751,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.028598336891629772
shuffled,-0.01906529253400141,cortical_pca64_delta,grouped_0,-0.01927348657213751,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.00020819403813610027
random,-0.03532105411145381,cortical_pca64_delta,grouped_0,-0.01927348657213751,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0160475675393163
timestamp,-0.11876515998978011,cortical_pca64_delta,grouped_0,-0.01927348657213751,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0994916734176426
video_time,-0.05391226047014311,cortical_pca64_delta,grouped_0,-0.01927348657213751,mean_last,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.0346387738980056
ar,0.009324850319492262,cortical_pca64_delta,grouped_0,-0.016442165588291646,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.025767015907783908
shuffled,-0.0343556629994044,cortical_pca64_delta,grouped_0,-0.016442165588291646,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.017913497411112755
random,-0.02384920189660783,cortical_pca64_delta,grouped_0,-0.016442165588291646,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.007407036308316184
timestamp,-0.11876515998978011,cortical_pca64_delta,grouped_0,-0.016442165588291646,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.10232299440148847
video_time,-0.05391226047014311,cortical_pca64_delta,grouped_0,-0.016442165588291646,mean_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.03747009488185146
ar,0.009324850319492262,cortical_pca64_delta,grouped_0,-0.015939490827417135,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.025264341146909397
shuffled,-0.04623079340539782,cortical_pca64_delta,grouped_0,-0.015939490827417135,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.030291302577980683
random,0.008156710489165275,cortical_pca64_delta,grouped_0,-0.015939490827417135,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.02409620131658241
timestamp,-0.11876515998978011,cortical_pca64_delta,grouped_0,-0.015939490827417135,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.10282566916236298
video_time,-0.05391226047014311,cortical_pca64_delta,grouped_0,-0.015939490827417135,last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.03797276964272597
ar,0.009324850319492262,cortical_pca64_delta,grouped_0,-0.03358187585719935,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,-0.04290672617669161
shuffled,-0.05626352952205521,cortical_pca64_delta,grouped_0,-0.03358187585719935,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.02268165366485586
random,-0.08195525577291335,cortical_pca64_delta,grouped_0,-0.03358187585719935,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.048373379915714
timestamp,-0.11876515998978011,cortical_pca64_delta,grouped_0,-0.03358187585719935,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.08518328413258076
video_time,-0.05391226047014311,cortical_pca64_delta,grouped_0,-0.03358187585719935,mean_std_last_slope,arousal__future_spike_1_3s,0.05,causal_past_5s,5.0,0.020330384612943758
ar,0.021163420397797228,cortical_pca64_delta,grouped_0,-0.02546857163665317,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,-0.0466319920344504
shuffled,-0.04908661425831884,cortical_pca64_delta,grouped_0,-0.02546857163665317,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.02361804262166567
random,-0.06352009268031872,cortical_pca64_delta,grouped_0,-0.02546857163665317,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.03805152104366555
timestamp,-0.04098590465517707,cortical_pca64_delta,grouped_0,-0.02546857163665317,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.015517333018523899
video_time,-0.03738080654368736,cortical_pca64_delta,grouped_0,-0.02546857163665317,mean_std_last_slope,arousal__future_spike_1_3s,0.05,symmetric_2s,4.0,0.011912234907034192
ar,0.02412037272522627,cortical_pca64_delta,grouped_0,0.0162683697444439,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.007852002980782369
shuffled,0.016507263081754653,cortical_pca64_delta,grouped_0,0.0162683697444439,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.00023889333731075268
random,0.014806327479585268,cortical_pca64_delta,grouped_0,0.0162683697444439,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0014620422648586318
timestamp,-0.027670438113114704,cortical_pca64_delta,grouped_0,0.0162683697444439,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.043938807857558604
video_time,-0.02581353624436286,cortical_pca64_delta,grouped_0,0.0162683697444439,last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.04208190598880676
ar,0.02412037272522627,cortical_pca64_delta,grouped_0,0.027695081940478705,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0035747092152524362
shuffled,0.011644539140161725,cortical_pca64_delta,grouped_0,0.027695081940478705,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.01605054280031698
random,0.03527766161954027,cortical_pca64_delta,grouped_0,0.027695081940478705,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.007582579679061563
timestamp,-0.027670438113114704,cortical_pca64_delta,grouped_0,0.027695081940478705,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.05536552005359341
video_time,-0.02581353624436286,cortical_pca64_delta,grouped_0,0.027695081940478705,mean,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.053508618184841567
ar,0.02412037272522627,cortical_pca64_delta,grouped_0,-0.008063156198568122,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.03218352892379439
shuffled,-0.006439778661771645,cortical_pca64_delta,grouped_0,-0.008063156198568122,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.0016233775367964776
random,0.013215121424652199,cortical_pca64_delta,grouped_0,-0.008063156198568122,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.02127827762322032
timestamp,-0.027670438113114704,cortical_pca64_delta,grouped_0,-0.008063156198568122,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.01960728191454658
video_time,-0.02581353624436286,cortical_pca64_delta,grouped_0,-0.008063156198568122,slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.01775038004579474
ar,0.02412037272522627,cortical_pca64_delta,grouped_0,0.012396002271777395,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.011724370453448874
shuffled,0.01541829351873858,cortical_pca64_delta,grouped_0,0.012396002271777395,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.003022291246961184
random,0.005813630830234173,cortical_pca64_delta,grouped_0,0.012396002271777395,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.006582371441543222
timestamp,-0.027670438113114704,cortical_pca64_delta,grouped_0,0.012396002271777395,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0400664403848921
video_time,-0.02581353624436286,cortical_pca64_delta,grouped_0,0.012396002271777395,mean_last,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.03820953851614026
ar,0.02412037272522627,cortical_pca64_delta,grouped_0,0.0006390342168517416,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.023481338508374527
shuffled,-0.018880232834334487,cortical_pca64_delta,grouped_0,0.0006390342168517416,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.01951926705118623
random,-0.016214947818967346,cortical_pca64_delta,grouped_0,0.0006390342168517416,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.016853982035819087
timestamp,-0.027670438113114704,cortical_pca64_delta,grouped_0,0.0006390342168517416,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.028309472329966445
video_time,-0.02581353624436286,cortical_pca64_delta,grouped_0,0.0006390342168517416,mean_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.026452570461214603
ar,0.02412037272522627,cortical_pca64_delta,grouped_0,0.002717418005723393,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.021402954719502876
shuffled,-0.008704945045595464,cortical_pca64_delta,grouped_0,0.002717418005723393,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.011422363051318857
random,-0.006259892015599788,cortical_pca64_delta,grouped_0,0.002717418005723393,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.008977310021323182
timestamp,-0.027670438113114704,cortical_pca64_delta,grouped_0,0.002717418005723393,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.030387856118838097
video_time,-0.02581353624436286,cortical_pca64_delta,grouped_0,0.002717418005723393,last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.028530954250086255
ar,0.02412037272522627,cortical_pca64_delta,grouped_0,0.0019243362015571308,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,-0.022196036523669138
shuffled,-0.039808929199460746,cortical_pca64_delta,grouped_0,0.0019243362015571308,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.04173326540101788
random,-0.044988025465872966,cortical_pca64_delta,grouped_0,0.0019243362015571308,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.0469123616674301
timestamp,-0.027670438113114704,cortical_pca64_delta,grouped_0,0.0019243362015571308,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.029594774314671835
video_time,-0.02581353624436286,cortical_pca64_delta,grouped_0,0.0019243362015571308,mean_std_last_slope,arousal__future_spike_1_3s,0.075,causal_past_1s,1.0,0.027737872445919992
ar,0.04026459563041318,cortical_pca64_delta,grouped_0,0.030967634967929314,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.009296960662483866
shuffled,0.04030127206884304,cortical_pca64_delta,grouped_0,0.030967634967929314,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,-0.009333637100913728
random,0.011123583819476479,cortical_pca64_delta,grouped_0,0.030967634967929314,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.019844051148452835
timestamp,-0.016441153307766826,cortical_pca64_delta,grouped_0,0.030967634967929314,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.04740878827569614
video_time,-0.02756161200825058,cortical_pca64_delta,grouped_0,0.030967634967929314,last,arousal__future_spike_1_3s,0.075,causal_past_2s,2.0,0.058529246976179894
