protocol,fold,seed,real_pr_auc,frozen_ar_pr_auc,best_primary_control,best_primary_control_pr_auc,real_minus_frozen_ar_pr_auc,real_minus_best_control_pr_auc,real_minus_shuffled_pca_residual_pr_auc,real_minus_random_pca_residual_pr_auc,real_minus_label_permutation_residual_pr_auc,real_minus_train_only_video_mean_residual_pr_auc
grouped_video,1,20260625,0.231064982024552,0.2235955341332167,label_permutation_residual,0.2235955341332167,0.007469447891335301,0.007469447891335301,0.0075204720819329884,0.0075264770506422995,0.007469447891335301,0.007512186940070303
grouped_video,1,20260626,0.245717246027204,0.2260467776197413,label_permutation_residual,0.2260467776197413,0.0196704684074627,0.0196704684074627,0.019756440994887603,0.0196964399650241,0.0196704684074627,0.019720138194586984
grouped_video,1,20260627,0.2298119270745064,0.2236476580795428,label_permutation_residual,0.2236476580795428,0.006164268994963612,0.006164268994963612,0.0062587790396892995,0.006255251571761294,0.006164268994963612,0.0062715067038184025
grouped_video,1,20260628,0.2380130224223147,0.2232577274276948,label_permutation_residual,0.2232577274276948,0.014755294994619889,0.014755294994619889,0.01476145013395741,0.014836443425964907,0.014755294994619889,0.014830631912303494
grouped_video,1,20260629,0.2283668801099831,0.2237325137073936,train_only_video_mean_residual,0.2237167782814387,0.00463436640258949,0.00465010182854439,0.00470714025471719,0.004691373640090313,0.004679101088486209,0.00465010182854439
grouped_video,1,20260630,0.2295510797397431,0.2222916104275283,label_permutation_residual,0.2222916104275283,0.0072594693122148,0.0072594693122148,0.007274900476655882,0.007277762276324984,0.0072594693122148,0.007276934883693187
grouped_video,1,20260631,0.2298911242265933,0.2238646163719792,train_only_video_mean_residual,0.223864635225809,0.006026507854614088,0.006026489000784313,0.006105414187939112,0.006090761515273602,0.01998523584433301,0.006026489000784313
grouped_video,1,20260632,0.2311398281192622,0.2251412151644734,label_permutation_residual,0.2251906960906476,0.00599861295478879,0.0059491320286146065,0.006061876740188793,0.006023112376631612,0.0059491320286146065,0.006045420663782802
grouped_video,1,20260633,0.2290974014370001,0.2196462701919752,label_permutation_residual,0.2196077953102376,0.009451131245024919,0.009489606126762501,0.009548218506121198,0.009573299081271719,0.009489606126762501,0.009589168546676019
grouped_video,1,20260634,0.2368068426529185,0.2228439367272368,train_only_video_mean_residual,0.2228209854667989,0.013962905925681696,0.013985857186119582,0.014050030355089088,0.014038150137986094,0.016418948866046973,0.013985857186119582
grouped_video,2,20260625,0.2264136115134356,0.2072762224973996,random_pca_residual,0.2070862932023634,0.019137389016035983,0.019327318311072178,0.019334586173174573,0.019327318311072178,0.0305080888363794,0.019371436309345375
grouped_video,2,20260626,0.2327324166074315,0.2088460345649889,label_permutation_residual,0.2089840059751462,0.02388638204244259,0.023748410632285305,0.023872781521796393,0.023894657686457904,0.023748410632285305,0.02392926170222129
grouped_video,2,20260627,0.2276836273222492,0.2079759098514339,label_permutation_residual,0.2078867455979398,0.01970771747081529,0.019796881724309406,0.019911729470322798,0.019861692698298794,0.019796881724309406,0.01996417090039601
grouped_video,2,20260628,0.2206888354620693,0.2022699646834887,train_only_video_mean_residual,0.2022699646834887,0.018418870778580593,0.018418870778580593,0.0185232486031634,0.0185019970233129,0.01850804412583279,0.018418870778580593
grouped_video,2,20260629,0.2246936079532561,0.2078625578819791,label_permutation_residual,0.2078741692417152,0.016831050071277,0.0168194387115409,0.016946539034450203,0.016939882329080114,0.0168194387115409,0.016870047112554992
grouped_video,2,20260630,0.2321882380737383,0.2079439093312714,label_permutation_residual,0.2079439093312714,0.024244328742466903,0.024244328742466903,0.024432906799628618,0.024426422966407124,0.024244328742466903,0.024448343959563107
grouped_video,2,20260631,0.2291571886571524,0.2075372276989546,shuffled_pca_residual,0.2074780236653305,0.021619960958197793,0.021679164991821903,0.021679164991821903,0.02171244055621549,0.0221698592691931,0.021689212533228502
grouped_video,2,20260632,0.2294770521383972,0.2076592703328765,shuffled_pca_residual,0.2075252771533245,0.021817781805520686,0.021951774985072697,0.021951774985072697,0.022005548203551606,0.036052444877715695,0.022001893432787495
grouped_video,2,20260633,0.2134063020715135,0.2095008429715169,label_permutation_residual,0.2095008429715169,0.003905459099996622,0.003905459099996622,0.004078309426176596,0.00437421913693381,0.003905459099996622,0.003978700193586621
grouped_video,2,20260634,0.2283174169046223,0.2060853266259422,shuffled_pca_residual,0.205959896904693,0.02223209027868009,0.0223575199999293,0.0223575199999293,0.022406073016524697,0.022707873400868883,0.022488327539231884
grouped_video,3,20260625,0.2053936110271248,0.1974370352818053,label_permutation_residual,0.1974370352818053,0.007956575745319494,0.007956575745319494,0.00804228981658392,0.008064708748329097,0.007956575745319494,0.008042987444914107
grouped_video,3,20260626,0.2084291104093146,0.2021575531600581,label_permutation_residual,0.2022170118411233,0.006271557249256515,0.006212098568191299,0.006257460227797912,0.0062615921118037154,0.006212098568191299,0.006244411451475723
grouped_video,3,20260627,0.2133076290192609,0.2054566272337883,train_only_video_mean_residual,0.2055504317452102,0.0078510017854726,0.007757197274050692,0.007766712737390685,0.0077725479611900905,0.014740119509664695,0.007757197274050692
grouped_video,3,20260628,0.203648513037121,0.1985212986483971,train_only_video_mean_residual,0.1985393853479778,0.005127214388723905,0.005109127689143206,0.005231186792611892,0.005238570101979201,0.011261375321608008,0.005109127689143206
grouped_video,3,20260629,0.2121707353598027,0.2032884088719096,label_permutation_residual,0.2032884088719096,0.008882326487893083,0.008882326487893083,0.008913826304334793,0.008925896889412782,0.008882326487893083,0.00892093747176298
grouped_video,3,20260630,0.209845901282467,0.2005236551722981,random_pca_residual,0.2005449250144099,0.009322246110168908,0.009300976268057093,0.009301866919429108,0.009300976268057093,0.0217940475045717,0.009319399996089495
grouped_video,3,20260631,0.208316378918431,0.1981214183387826,train_only_video_mean_residual,0.1980556175883099,0.010194960579648388,0.010260761330121104,0.010283582747574904,0.01026774700570629,0.010283913320230181,0.010260761330121104
grouped_video,3,20260632,0.2127906170988704,0.2048149413307635,train_only_video_mean_residual,0.2049442422129697,0.007975675768106899,0.007846374885900703,0.007946987454231808,0.00793043034354099,0.007943692523585205,0.007846374885900703
grouped_video,3,20260633,0.2094748678312773,0.2043410339791345,random_pca_residual,0.2045413245362013,0.005133833852142805,0.004933543295076004,0.005009275175215516,0.004933543295076004,0.005002942580412395,0.005021444678630804
grouped_video,3,20260634,0.2097617906454484,0.2020827109912244,label_permutation_residual,0.2020827109912244,0.007679079654223986,0.007679079654223986,0.007737684321700106,0.007771418044621892,0.007679079654223986,0.007763616478436902
grouped_video,4,20260625,0.2574439038383448,0.225220169945566,label_permutation_residual,0.225220169945566,0.0322237338927788,0.0322237338927788,0.032306648763955226,0.03228995641873342,0.0322237338927788,0.0322869291208884
grouped_video,4,20260626,0.2588608433517025,0.2260330314082527,train_only_video_mean_residual,0.2259921032044398,0.0328278119434498,0.03286874014726271,0.0328749771804388,0.0328968500067493,0.0328833923779458,0.03286874014726271
grouped_video,4,20260627,0.2565393335800954,0.2250246951903616,label_permutation_residual,0.2250246951903616,0.031514638389733785,0.031514638389733785,0.0315594729501025,0.03154760023930239,0.031514638389733785,0.031530704205916804
grouped_video,4,20260628,0.2581602766544898,0.2254181833714503,train_only_video_mean_residual,0.225347739046213,0.03274209328303951,0.03281253760827682,0.032956421241974315,0.03287301260022621,0.033886251660897704,0.03281253760827682
grouped_video,4,20260629,0.2554373777668176,0.2255123055458152,train_only_video_mean_residual,0.2255715840693857,0.02992507222100238,0.029865793697431864,0.03006759312290347,0.030106064280059186,0.03549042902371949,0.029865793697431864
grouped_video,4,20260630,0.2515070316581717,0.225297252352162,label_permutation_residual,0.225297252352162,0.02620977930600968,0.02620977930600968,0.02630548248822237,0.026364832864584076,0.02620977930600968,0.026262490432198082
grouped_video,4,20260631,0.2570592910401998,0.2262895421771009,label_permutation_residual,0.2263599836390263,0.03076974886309891,0.03069930740117352,0.030727528594448106,0.03072308330943982,0.03069930740117352,0.030748888716553707
grouped_video,4,20260632,0.2562107156719004,0.2256043346198665,train_only_video_mean_residual,0.2255367837088261,0.030606381052033893,0.030673931963074302,0.030725071960364614,0.0306958650979422,0.03359993094823041,0.030673931963074302
grouped_video,4,20260633,0.2408303477355333,0.2256077351382313,random_pca_residual,0.2255950725133795,0.01522261259730201,0.015235275222153788,0.015239508437423305,0.015235275222153788,0.015245964201652501,0.015258232610744604
grouped_video,4,20260634,0.2570146532114016,0.2237590739163273,train_only_video_mean_residual,0.2236817310962219,0.033255579295074306,0.033332922115179714,0.033348801292260394,0.03338065938796461,0.033376417637062505,0.033332922115179714
grouped_video,5,20260625,0.2321812408720748,0.2289094671590713,random_pca_residual,0.228719752021151,0.003271773713003523,0.003461488850923816,0.0034711451569316154,0.003461488850923816,0.005487584452173705,0.003469900542152099
grouped_video,5,20260626,0.2339196599667116,0.2302655859174973,train_only_video_mean_residual,0.2301364657233867,0.0036540740492143065,0.0037831942433249055,0.0038244243886655094,0.0038313534453995046,0.023815762306412996,0.0037831942433249055
grouped_video,5,20260627,0.2328669336732547,0.2300123505664352,train_only_video_mean_residual,0.2298790199996499,0.0028545831068194916,0.0029879136736047918,0.002997826739849191,0.003033387355380307,0.008817186833463497,0.0029879136736047918
grouped_video,5,20260628,0.2335197475780308,0.2291567374898975,label_permutation_residual,0.2291567374898975,0.004363010088133279,0.004363010088133279,0.004522391599402598,0.00453960649886298,0.004363010088133279,0.00453273722485939
grouped_video,5,20260629,0.2331046613112103,0.2293818846961544,label_permutation_residual,0.2293818846961544,0.003722776615055906,0.003722776615055906,0.003924223418142997,0.0038853093909629044,0.003722776615055906,0.0038939275125464967
grouped_video,5,20260630,0.2323141546522636,0.2296267116099582,label_permutation_residual,0.2296267116099582,0.002687443042305393,0.002687443042305393,0.002896840545940499,0.0028946055807511084,0.002687443042305393,0.002875512962436405
grouped_video,5,20260631,0.2335898484327838,0.2306983743479863,train_only_video_mean_residual,0.2305790867286655,0.0028914740847975073,0.003010761704118292,0.0030331656246583016,0.00303722630319761,0.0031255155877462915,0.003010761704118292
grouped_video,5,20260632,0.2329328062618429,0.2300071273178471,train_only_video_mean_residual,0.229842283698523,0.002925678943995813,0.003090522563319903,0.003108570845432007,0.003096746603057199,0.003105595630617214,0.003090522563319903
grouped_video,5,20260633,0.2337412039661036,0.2306802536809016,label_permutation_residual,0.2306802536809016,0.0030609502852020076,0.0030609502852020076,0.0032058882092367014,0.0032355387913823863,0.0030609502852020076,0.0031933356338982033
grouped_video,5,20260634,0.2345677291361161,0.2284917520872554,train_only_video_mean_residual,0.2282918027353921,0.0060759770488607034,0.006275926400723997,0.006301587506508999,0.006285340122171995,0.008287028251917405,0.006275926400723997
