target_name,target_type,architecture,seed,real_pr_auc,frozen_ar_only_pr_auc,real_minus_frozen_ar_only_pr_auc,shuffled_pca_residual_pr_auc,real_minus_shuffled_pca_residual_pr_auc,random_pca_residual_pr_auc,real_minus_random_pca_residual_pr_auc,label_permutation_residual_pr_auc,real_minus_label_permutation_residual_pr_auc,train_only_video_mean_residual_pr_auc,real_minus_train_only_video_mean_residual_pr_auc,real_top_5pct_lift,real_spearman,frozen_ar_only_top_5pct_lift,real_minus_frozen_ar_only_top_5pct_lift,real_minus_frozen_ar_only_spearman,shuffled_pca_residual_top_5pct_lift,real_minus_shuffled_pca_residual_top_5pct_lift,real_minus_shuffled_pca_residual_spearman,random_pca_residual_top_5pct_lift,real_minus_random_pca_residual_top_5pct_lift,real_minus_random_pca_residual_spearman,label_permutation_residual_top_5pct_lift,real_minus_label_permutation_residual_top_5pct_lift,real_minus_label_permutation_residual_spearman,train_only_video_mean_residual_top_5pct_lift,real_minus_train_only_video_mean_residual_top_5pct_lift,real_minus_train_only_video_mean_residual_spearman
future_arousal_max_delta_rows_4_10_train_q90,binary,short_temporal_conv_residual,20260626,0.2748117839176692,0.268556795044912,0.006254988872757217,0.2662154114980563,0.008596372419612919,0.2686695182168087,0.006142265700860516,0.2684473856717601,0.00636439824590912,0.2686103814414409,0.0062014024762283015,,,,,,,,,,,,,,,,,
future_arousal_max_delta_rows_4_10_train_q90,binary,short_temporal_conv_residual,20260627,0.2770178562122585,0.2663955457004872,0.010622310511771316,0.2665303349257848,0.010487521286473678,0.2665479974300896,0.010469858782168884,0.2621088563644206,0.01490899984783789,0.2644050344507788,0.012612821761479709,,,,,,,,,,,,,,,,,
residual_future_max_delta_rows_4_10,continuous,current_row_mlp_residual,20260625,,,,,,,,,,,,0.0676554189994931,0.0655077894261412,0.0825402112677693,-0.0148847922682762,0.0105566175364772,0.0793102877214551,-0.011654868721962003,0.010128061721726804,0.0785907031968236,-0.010935284197330503,0.013290456560571401,0.0791120575740933,-0.011456638574600206,0.0173933803836014,0.0825402112677693,-0.0148847922682762,0.0105566175364772
residual_future_max_delta_rows_4_10,continuous,current_row_mlp_residual,20260626,,,,,,,,,,,,0.0719594852998852,0.0647610617367042,0.0836732136085629,-0.011713728308677701,0.006206079641506004,0.0582332061603665,0.013726279139518703,0.03928379508173241,0.0690400646999478,0.0029194205999373973,0.035010606542276106,0.0801129462197423,-0.008153460919857095,0.007884554436146204,0.0837556915357709,-0.01179620623588569,0.006824372490306707
residual_future_max_delta_rows_4_10,continuous,current_row_mlp_residual,20260627,,,,,,,,,,,,0.0743889631703496,0.0833552119285616,0.0850404845550656,-0.010651521384716006,0.020615840201559807,0.0851582111790776,-0.010769248008728,0.0214044443889419,0.0850404845550656,-0.010651521384716006,0.020615840201559807,0.0768328057602047,-0.002443842589855097,0.028179973704592604,0.0853315265849232,-0.0109425634145736,0.027661749320917098
residual_future_max_delta_rows_4_10,continuous,delta_feature_mlp_residual,20260625,,,,,,,,,,,,0.0577205317094922,0.058718661889803,0.0825402112677693,-0.024819679558277095,0.0037674900001389983,0.0650367783382535,-0.0073162466287612984,0.0292105165378072,0.0663905562832951,-0.0086700245738029,0.0294546874079289,0.0285063060000538,0.0292142257094384,0.012865566111638603,0.0824017124250531,-0.024681180715560906,0.0041040266455888985
residual_future_max_delta_rows_4_10,continuous,delta_feature_mlp_residual,20260626,,,,,,,,,,,,0.0660534547641873,0.0587022927899208,0.0836732136085629,-0.01761975884437561,0.0001473106947225966,0.0670522125437855,-0.0009987577795982083,0.023903659039950197,0.0711351158097386,-0.0050816610455513,0.023837972198649297,0.0841406779363751,-0.018087223172187805,0.0017382291257619017,0.0836732061579823,-0.017619751393795,0.00011024074900389813
residual_future_max_delta_rows_4_10,continuous,delta_feature_mlp_residual,20260627,,,,,,,,,,,,0.0670967521145939,0.0631325030452411,0.0850404845550656,-0.017943732440471705,0.0003931313182393009,0.0851092608645558,-0.018012508749961895,0.0005505463337041883,0.0640765698626637,0.003020182251930195,0.027213570611109197,0.0566928954795002,0.010403856635093703,0.005477124945369394,0.0850404845550656,-0.017943732440471705,0.0003931313182393009
residual_future_max_delta_rows_4_10,continuous,low_ar_confidence_temporal_residual,20260625,,,,,,,,,,,,0.0536739574745297,0.0603973778049725,0.0825402112677693,-0.028866253793239594,0.005446205915308498,0.0820907326415181,-0.0284167751669884,0.009690252062758302,0.0702699394896626,-0.016595982015132904,0.0303277453347169,0.0784641029313206,-0.024790145456790896,0.018754676047856904,0.0823319004848599,-0.0286579430103302,0.011459423963468898
residual_future_max_delta_rows_4_10,continuous,low_ar_confidence_temporal_residual,20260626,,,,,,,,,,,,0.0609482573345303,0.0560874152275852,0.0836732136085629,-0.022724956274032607,-0.0024675668676129997,0.0603682221844792,0.0005800351500510961,0.027627081397607,0.0657815756276249,-0.004833318293094607,0.027108542211721803,0.0837654964998364,-0.022817239165306105,-0.002502420789498999,0.083775115199387,-0.022826857864856706,-0.0024159446804385004
residual_future_max_delta_rows_4_10,continuous,low_ar_confidence_temporal_residual,20260627,,,,,,,,,,,,0.0850404845550656,0.0627393717270018,0.0850404845550656,0.0,0.0,0.0693301605060696,0.015710324048996,0.024432280701360297,0.0850404845550656,0.0,0.0,0.0850608916953206,-2.040714025500212e-05,-5.555276149750432e-05,0.0852151932194829,-0.0001747086644172946,3.511314319079584e-05
residual_future_max_delta_rows_4_10,continuous,short_temporal_conv_residual,20260625,,,,,,,,,,,,0.0849266471341252,0.062018935976109,0.0825402112677693,0.00238643586635591,0.007067764086445001,0.0726926820352673,0.012233965098857907,0.0354462873070603,0.0740695791319012,0.01085706800222401,0.03361512918292531,0.0660095633938908,0.018917083740234403,0.031756685323674705,0.0822181524708867,0.0027084946632385115,0.0079366931822831
residual_future_max_delta_rows_4_10,continuous,short_temporal_conv_residual,20260626,,,,,,,,,,,,0.0819302396848797,0.0612638984273284,0.0836732136085629,-0.0017429739236832081,0.002708916332130197,0.0663121314719319,0.01561810821294779,0.0331565886075215,0.0638249488547444,0.01810529083013529,0.0334313922316047,0.0682143541052937,0.013715885579586001,0.0103436735028766,0.0836732136085629,-0.0017429739236832081,0.002708916332130197
residual_future_max_delta_rows_4_10,continuous,short_temporal_conv_residual,20260627,,,,,,,,,,,,0.0840278165414929,0.0695319814993534,0.0850404845550656,-0.0010126680135727067,0.006792609772351604,0.0791477458551526,0.004880070686340304,0.029062719582632596,0.0694341631606221,0.014593653380870791,0.0361899241044474,0.0807644547894597,0.003263361752033192,0.010861511384432296,0.0850404845550656,-0.0010126680135727067,0.006792609772351604
