context_specific_gain,control,control_gain,feature_mode,fold,real_gain,target,threshold,window_name
-0.02351038442088249,ar,0.051974297944403836,cortical_pca_64,grouped_4,0.028463913523521345,arousal__future_spike_1_3s,0.075,causal_past_3s
0.010522799944518046,shuffled,0.0179411135790033,cortical_pca_64,grouped_4,0.028463913523521345,arousal__future_spike_1_3s,0.075,causal_past_3s
0.026796584753351116,random,0.0016673287701702288,cortical_pca_64,grouped_4,0.028463913523521345,arousal__future_spike_1_3s,0.075,causal_past_3s
0.043828038144352516,timestamp,-0.015364124620831171,cortical_pca_64,grouped_4,0.028463913523521345,arousal__future_spike_1_3s,0.075,causal_past_3s
0.041771195786676915,video_time,-0.01330728226315557,cortical_pca_64,grouped_4,0.028463913523521345,arousal__future_spike_1_3s,0.075,causal_past_3s
-0.01913318036057471,ar,0.05252394454119108,cortical_pca_64,grouped_4,0.03339076418061637,arousal__future_spike_1_3s,0.075,causal_past_5s
0.039431412783172304,shuffled,-0.006040648602555931,cortical_pca_64,grouped_4,0.03339076418061637,arousal__future_spike_1_3s,0.075,causal_past_5s
0.008455127781050065,random,0.024935636399566308,cortical_pca_64,grouped_4,0.03339076418061637,arousal__future_spike_1_3s,0.075,causal_past_5s
0.051018385780011694,timestamp,-0.01762762159939532,cortical_pca_64,grouped_4,0.03339076418061637,arousal__future_spike_1_3s,0.075,causal_past_5s
0.04736871786067551,video_time,-0.013977953680059135,cortical_pca_64,grouped_4,0.03339076418061637,arousal__future_spike_1_3s,0.075,causal_past_5s
0.009022352596795069,ar,-0.01741084395193654,cortical_pca_64,grouped_4,-0.00838849135514147,arousal__future_change_p3s_movement,0.05,causal_past_3s
0.02783490651027165,shuffled,-0.03622339786541312,cortical_pca_64,grouped_4,-0.00838849135514147,arousal__future_change_p3s_movement,0.05,causal_past_3s
0.037047138266494084,random,-0.045435629621635554,cortical_pca_64,grouped_4,-0.00838849135514147,arousal__future_change_p3s_movement,0.05,causal_past_3s
0.051358717920726826,timestamp,-0.059747209275868296,cortical_pca_64,grouped_4,-0.00838849135514147,arousal__future_change_p3s_movement,0.05,causal_past_3s
0.050314977366753166,video_time,-0.058703468721894636,cortical_pca_64,grouped_4,-0.00838849135514147,arousal__future_change_p3s_movement,0.05,causal_past_3s
