candidate,f1,feature_width,head,pr_auc,real_minus_ar_pr_auc,real_minus_random_pr_auc,real_minus_shuffled_pr_auc,real_minus_timestamp_pr_auc,real_minus_video_time_pr_auc,scope,split,target,threshold
pca_sequence_128_causal_past_2s_mean,0.45103092783505155,128,ridge_score,0.4182701416115272,-0.024031504691552574,-0.005658827840825664,-0.005278178850051718,0.11332700689362762,0.11042749013918968,all_videos,grouped_3,arousal__future_change_p3s_movement,0.05
raw_current_ridge,0.4403815087731754,,ridge_score,0.4170075955817774,-0.04453982405511568,0.13224447062424502,-0.015586101514374817,0.08884176825718122,0.08593735040839205,all_videos,grouped_video_mean,arousal__future_change_p3s_movement,0.05
cortical_pca64_delta,0.4557595993322204,384,ridge_score,0.41617884656089815,-0.0540503151361198,-0.019218988888374755,-0.007018779688835353,0.08592989899799947,0.0796417528321352,all_videos,grouped_4,arousal__future_change_p3s_movement,0.05
pca_sequence_128_causal_past_2s_mean,0.43627140139505394,128,ridge_score,0.4156273243987245,-0.023460592387562595,-0.01034427089397294,0.004270840088128169,0.1650325777636013,0.07264025153739384,all_videos,official,arousal__future_change_p3s_movement,0.05
raw_current_ridge,0.4155844155844156,20484,ridge_score,0.41545116161828716,0.027437146968927018,0.1948615613013744,0.03666623263035568,0.200509890366417,0.20008367672030275,all_videos,grouped_2,arousal__future_spike_1_3s,0.05
pca_sequence_128_causal_past_2s_mean,0.4305317324185249,128,ridge_score,0.4153096823764663,-0.04367465872884718,-0.0193862212114852,-0.021988243201779722,0.14119742084049697,0.14069745401790063,all_videos,grouped_4,arousal__future_change_p3s_movement,0.05
pca_current_128,0.4194373401534527,128,ridge_score,0.41511942887146264,0.03388857503580689,0.03968638422790122,0.044357684591550484,0.19287582470418987,0.2175130880754237,all_videos,grouped_2,arousal__future_spike_1_3s,0.05
pca_current_128,0.4444444444444444,128,ridge_score,0.4150728740854353,-0.05433378802156702,-0.03783754551481494,-0.030344616738098518,0.09144962442079119,0.07647840067993905,all_videos,grouped_4,arousal__future_change_p3s_movement,0.05
pls_32,0.4251336898395722,32,ridge_score,0.4145951656937014,0.03336431185804567,0.03204997189394032,0.039993149347940016,0.19235156152642865,0.21698882489766247,all_videos,grouped_2,arousal__future_spike_1_3s,0.05
pca_delta_128,0.44395280235988205,768,ridge_score,0.41307287034017304,-0.021326232828600855,0.040551660673082524,0.013809871116516548,0.06671143845354399,0.052810842972383476,all_videos,grouped_1,arousal__future_change_p3s_movement,0.05
pca_delta_128,0.43636363636363634,768,ridge_score,0.4129187750335482,0.04117596547816821,0.12000846620668199,0.09135071445540499,0.17119218011804443,0.1758627816094371,all_videos,grouped_0,arousal__future_spike_1_3s,0.05
pca_delta_128,0.438082744296756,,ridge_score,0.4128381250335866,-0.05163815978882852,0.010170816407495587,-0.010225511577971701,0.08306154617286791,0.07210430417488681,all_videos,grouped_video_mean,arousal__future_change_p3s_movement,0.05
